0,0.3125
60,0.70703125
120,0.6015625
180,0.6328125
240,0.73828125
300,0.69140625
360,0.65234375
420,0.94140625
480,0.765625
540,1.0
600,1.0
660,1.0
720,1.0
780,1.0
840,1.0
900,0.75390625
960,1.0
1020,1.0
1080,1.0
1140,1.0
1200,1.0
1260,1.0
1320,1.0
1380,1.0
1440,1.0
1500,1.0
1560,1.0
1620,1.0
1680,1.0
1740,1.0
1800,1.0
1860,1.0
1920,1.0
1980,0.98046875
2040,1.0
2100,1.0
2160,1.0
2220,1.0
2280,1.0
2340,1.0
2400,1.0
2460,1.0
2520,1.0
2580,1.0
2640,1.0
2700,1.0
2760,1.0
2820,1.0
2880,1.0
2940,1.0
3000,1.0
